Age,  ,Race,CO-MO,Disease_Type,Disease_sub_type,BIO_Marker,Prev-T,Pref_status,,Ouput,Preffered_Drug,Alternate_Drug,Guideline_Link,Payer_Pathway,Overall_Survival,AE's,AE_Management
<= 70 > 60,Female,Hispanic,None,Lung Cancer,Lung_Cancer_NSCLC,PDL1 Positive (1-49%),,2,,,,,,,,,
<= 70 > 60,Female,Hispanic,None,Lung Cancer,Lung_Cancer_NSCLC,PDL 1 Positive (>50%),,2,,,,,,,,,
<= 70 > 60,Female,Hispanic,None,Lung Cancer,Lung_Cancer_NSCLC,PDL1 Negative,,2,,,,,,,,,
,,,,,,,,,,,,,,,,,
> 70,Female,Hispanic,None,Lung Cancer,Lung_Cancer_NSCLC,EGFR,,2,,,,,,,,,
> 70,Female,Hispanic,None,Lung Cancer,Lung_Cancer_NSCLC,KRAS G12C,,2,,,,,,,,,
> 70,Female,Hispanic,None,Lung Cancer,Lung_Cancer_NSCLC,ALK reaarangement,,2,,,,,,,,,
> 70,Female,Hispanic,None,Lung Cancer,Lung_Cancer_NSCLC,ROS1 reaarangement,,2,,,,,,,,,
> 70,Female,Hispanic,None,Lung Cancer,Lung_Cancer_NSCLC,BRAF V600E,,2,,,,,,,,,
> 70,Female,Hispanic,None,Lung Cancer,Lung_Cancer_NSCLC,PDL1 Positive (1-49%),,2,,,,,,,,,
> 70,Female,Hispanic,None,Lung Cancer,Lung_Cancer_NSCLC,PDL 1 Positive (>50%),,2,,,,,,,,,
> 70,Female,Hispanic,None,Lung Cancer,Lung_Cancer_NSCLC,PDL1 Negative,,2,,,,,,,,,
,,,,,,,,,,,,,,,,,
<30,Male,White,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,EGFR,,2,,,,,,,,,
<30,Male,White,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,KRAS G12C,,2,,,,,,,,,
<30,Male,White,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,ALK reaarangement,,2,,,,,,,,,
<30,Male,White,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,ROS1 reaarangement,,2,,,,,,,,,
<30,Male,White,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,BRAF V600E,,2,,,,,,,,,
<30,Male,White,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,PDL1 Positive (1-49%),,2,,,,,,,,,
<30,Male,White,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,PDL 1 Positive (>50%),,2,,,,,,,,,
<30,Male,White,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,PDL1 Negative,,2,,,,,,,,,
,,,,,,,,,,,,,,,,,
<= 40 > 30,Male,White,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,EGFR,,2,,,,,,,,,
<= 40 > 30,Male,White,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,KRAS G12C,,2,,,,,,,,,
<= 40 > 30,Male,White,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,ALK reaarangement,,2,,,,,,,,,
<= 40 > 30,Male,White,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,ROS1 reaarangement,,2,,,,,,,,,
<= 40 > 30,Male,White,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,BRAF V600E,,2,,,,,,,,,
<= 40 > 30,Male,White,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,PDL1 Positive (1-49%),,2,,,,,,,,,
<= 40 > 30,Male,White,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,PDL 1 Positive (>50%),,2,,,,,,,,,
<= 40 > 30,Male,White,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,PDL1 Negative,,2,,,,,,,,,
,,,,,,,,,,,,,,,,,
<= 50 > 40,Male,White,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,EGFR,,2,,,,,,,,,
<= 50 > 40,Male,White,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,KRAS G12C,,2,,,,,,,,,
<= 50 > 40,Male,White,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,ALK reaarangement,,2,,,,,,,,,
<= 50 > 40,Male,White,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,ROS1 reaarangement,,2,,,,,,,,,
<= 50 > 40,Male,White,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,BRAF V600E,,2,,,,,,,,,
<= 50 > 40,Male,White,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,PDL1 Positive (1-49%),,2,,,,,,,,,
<= 50 > 40,Male,White,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,PDL 1 Positive (>50%),,2,,,,,,,,,
<= 50 > 40,Male,White,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,PDL1 Negative,,2,,,,,,,,,
,,,,,,,,,,,,,,,,,
<= 60 > 50,Male,White,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,EGFR,,2,,,,,,,,,
<= 60 > 50,Male,White,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,KRAS G12C,,2,,,,,,,,,
<= 60 > 50,Male,White,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,ALK reaarangement,,2,,,,,,,,,
<= 60 > 50,Male,White,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,ROS1 reaarangement,,2,,,,,,,,,
<= 60 > 50,Male,White,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,BRAF V600E,,2,,,,,,,,,
<= 60 > 50,Male,White,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,PDL1 Positive (1-49%),,2,,,,,,,,,
<= 60 > 50,Male,White,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,PDL 1 Positive (>50%),,2,,,,,,,,,
<= 60 > 50,Male,White,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,PDL1 Negative,,2,,,,,,,,,
,,,,,,,,,,,,,,,,,
<= 70 > 60,Male,White,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,EGFR,,2,,,,,,,,,
<= 70 > 60,Male,White,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,KRAS G12C,,2,,,,,,,,,
<= 70 > 60,Male,White,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,ALK reaarangement,,2,,,,,,,,,
<= 70 > 60,Male,White,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,ROS1 reaarangement,,2,,,,,,,,,
<= 70 > 60,Male,White,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,BRAF V600E,,2,,,,,,,,,
<= 70 > 60,Male,White,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,PDL1 Positive (1-49%),,2,,,,,,,,,
<= 70 > 60,Male,White,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,PDL 1 Positive (>50%),,2,,,,,,,,,
<= 70 > 60,Male,White,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,PDL1 Negative,,2,,,,,,,,,
,,,,,,,,,,,,,,,,,
> 70,Male,White,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,EGFR,,2,,,,,,,,,
> 70,Male,White,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,KRAS G12C,,2,,,,,,,,,
> 70,Male,White,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,ALK reaarangement,,2,,,,,,,,,
> 70,Male,White,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,ROS1 reaarangement,,2,,,,,,,,,
> 70,Male,White,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,BRAF V600E,,2,,,,,,,,,
> 70,Male,White,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,PDL1 Positive (1-49%),,2,,,,,,,,,
> 70,Male,White,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,PDL 1 Positive (>50%),,2,,,,,,,,,
> 70,Male,White,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,PDL1 Negative,,2,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
<30,Female,White,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,EGFR,,2,,,,,,,,,
<30,Female,White,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,KRAS G12C,,2,,,,,,,,,
<30,Female,White,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,ALK reaarangement,,2,,,,,,,,,
<30,Female,White,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,ROS1 reaarangement,,2,,,,,,,,,
<30,Female,White,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,BRAF V600E,,2,,,,,,,,,
<30,Female,White,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,PDL1 Positive (1-49%),,2,,,,,,,,,
<30,Female,White,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,PDL 1 Positive (>50%),,2,,,,,,,,,
<30,Female,White,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,PDL1 Negative,,2,,,,,,,,,
,,,,,,,,,,,,,,,,,
<= 40 > 30,Female,White,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,EGFR,,2,,,,,,,,,
<= 40 > 30,Female,White,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,KRAS G12C,,2,,,,,,,,,
<= 40 > 30,Female,White,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,ALK reaarangement,,2,,,,,,,,,
<= 40 > 30,Female,White,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,ROS1 reaarangement,,2,,,,,,,,,
<= 40 > 30,Female,White,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,BRAF V600E,,2,,,,,,,,,
<= 40 > 30,Female,White,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,PDL1 Positive (1-49%),,2,,,,,,,,,
<= 40 > 30,Female,White,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,PDL 1 Positive (>50%),,2,,,,,,,,,
<= 40 > 30,Female,White,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,PDL1 Negative,,2,,,,,,,,,
,,,,,,,,,,,,,,,,,
<= 50 > 40,Female,White,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,EGFR,,2,,,,,,,,,
<= 50 > 40,Female,White,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,KRAS G12C,,2,,,,,,,,,
<= 50 > 40,Female,White,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,ALK reaarangement,,2,,,,,,,,,
<= 50 > 40,Female,White,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,ROS1 reaarangement,,2,,,,,,,,,
<= 50 > 40,Female,White,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,BRAF V600E,,2,,,,,,,,,
<= 50 > 40,Female,White,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,PDL1 Positive (1-49%),,2,,,,,,,,,
<= 50 > 40,Female,White,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,PDL 1 Positive (>50%),,2,,,,,,,,,
<= 50 > 40,Female,White,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,PDL1 Negative,,2,,,,,,,,,
,,,,,,,,,,,,,,,,,
<= 60 > 50,Female,White,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,EGFR,,2,,,,,,,,,
<= 60 > 50,Female,White,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,KRAS G12C,,2,,,,,,,,,
<= 60 > 50,Female,White,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,ALK reaarangement,,2,,,,,,,,,
<= 60 > 50,Female,White,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,ROS1 reaarangement,,2,,,,,,,,,
<= 60 > 50,Female,White,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,BRAF V600E,,2,,,,,,,,,
<= 60 > 50,Female,White,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,PDL1 Positive (1-49%),,2,,,,,,,,,
<= 60 > 50,Female,White,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,PDL 1 Positive (>50%),,2,,,,,,,,,
<= 60 > 50,Female,White,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,PDL1 Negative,,2,,,,,,,,,
,,,,,,,,,,,,,,,,,
<= 70 > 60,Female,White,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,EGFR,,2,,,,,,,,,
<= 70 > 60,Female,White,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,KRAS G12C,,2,,,,,,,,,
<= 70 > 60,Female,White,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,ALK reaarangement,,2,,,,,,,,,
<= 70 > 60,Female,White,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,ROS1 reaarangement,,2,,,,,,,,,
<= 70 > 60,Female,White,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,BRAF V600E,,2,,,,,,,,,
<= 70 > 60,Female,White,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,PDL1 Positive (1-49%),,2,,,,,,,,,
<= 70 > 60,Female,White,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,PDL 1 Positive (>50%),,2,,,,,,,,,
<= 70 > 60,Female,White,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,PDL1 Negative,,2,,,,,,,,,
,,,,,,,,,,,,,,,,,
> 70,Female,White,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,EGFR,,2,,,,,,,,,
> 70,Female,White,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,KRAS G12C,,2,,,,,,,,,
> 70,Female,White,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,ALK reaarangement,,2,,,,,,,,,
> 70,Female,White,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,ROS1 reaarangement,,2,,,,,,,,,
> 70,Female,White,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,BRAF V600E,,2,,,,,,,,,
> 70,Female,White,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,PDL1 Positive (1-49%),,2,,,,,,,,,
> 70,Female,White,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,PDL 1 Positive (>50%),,2,,,,,,,,,
> 70,Female,White,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,PDL1 Negative,,2,,,,,,,,,
,,,,,,,,,,,,,,,,,
<30,Male,Asian,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,EGFR,,2,,,,,,,,,
<30,Male,Asian,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,KRAS G12C,,2,,,,,,,,,
<30,Male,Asian,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,ALK reaarangement,,2,,,,,,,,,
<30,Male,Asian,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,ROS1 reaarangement,,2,,,,,,,,,
<30,Male,Asian,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,BRAF V600E,,2,,,,,,,,,
<30,Male,Asian,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,PDL1 Positive (1-49%),,2,,,,,,,,,
<30,Male,Asian,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,PDL 1 Positive (>50%),,2,,,,,,,,,
<30,Male,Asian,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,PDL1 Negative,,2,,,,,,,,,
,,,,,,,,,,,,,,,,,
<= 40 > 30,Male,Asian,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,EGFR,,2,,,,,,,,,
<= 40 > 30,Male,Asian,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,KRAS G12C,,2,,,,,,,,,
<= 40 > 30,Male,Asian,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,ALK reaarangement,,2,,,,,,,,,
<= 40 > 30,Male,Asian,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,ROS1 reaarangement,,2,,,,,,,,,
<= 40 > 30,Male,Asian,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,BRAF V600E,,2,,,,,,,,,
<= 40 > 30,Male,Asian,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,PDL1 Positive (1-49%),,2,,,,,,,,,
<= 40 > 30,Male,Asian,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,PDL 1 Positive (>50%),,2,,,,,,,,,
<= 40 > 30,Male,Asian,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,PDL1 Negative,,2,,,,,,,,,
,,,,,,,,,,,,,,,,,
<= 50 > 40,Male,Asian,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,EGFR,,2,,,,,,,,,
<= 50 > 40,Male,Asian,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,KRAS G12C,,2,,,,,,,,,
<= 50 > 40,Male,Asian,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,ALK reaarangement,,2,,,,,,,,,
<= 50 > 40,Male,Asian,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,ROS1 reaarangement,,2,,,,,,,,,
<= 50 > 40,Male,Asian,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,BRAF V600E,,2,,,,,,,,,
<= 50 > 40,Male,Asian,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,PDL1 Positive (1-49%),,2,,,,,,,,,
<= 50 > 40,Male,Asian,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,PDL 1 Positive (>50%),,2,,,,,,,,,
<= 50 > 40,Male,Asian,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,PDL1 Negative,,2,,,,,,,,,
,,,,,,,,,,,,,,,,,
<= 60 > 50,Male,Asian,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,EGFR,,2,,,,,,,,,
<= 60 > 50,Male,Asian,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,KRAS G12C,,2,,,,,,,,,
<= 60 > 50,Male,Asian,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,ALK reaarangement,,2,,,,,,,,,
<= 60 > 50,Male,Asian,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,ROS1 reaarangement,,2,,,,,,,,,
<= 60 > 50,Male,Asian,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,BRAF V600E,,2,,,,,,,,,
<= 60 > 50,Male,Asian,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,PDL1 Positive (1-49%),,2,,,,,,,,,
<= 60 > 50,Male,Asian,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,PDL 1 Positive (>50%),,2,,,,,,,,,
<= 60 > 50,Male,Asian,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,PDL1 Negative,,2,,,,,,,,,
,,,,,,,,,,,,,,,,,
<= 70 > 60,Male,Asian,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,EGFR,,2,,,,,,,,,
<= 70 > 60,Male,Asian,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,KRAS G12C,,2,,,,,,,,,
<= 70 > 60,Male,Asian,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,ALK reaarangement,,2,,,,,,,,,
<= 70 > 60,Male,Asian,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,ROS1 reaarangement,,2,,,,,,,,,
<= 70 > 60,Male,Asian,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,BRAF V600E,,2,,,,,,,,,
<= 70 > 60,Male,Asian,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,PDL1 Positive (1-49%),,2,,,,,,,,,
<= 70 > 60,Male,Asian,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,PDL 1 Positive (>50%),,2,,,,,,,,,
<= 70 > 60,Male,Asian,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,PDL1 Negative,,2,,,,,,,,,
,,,,,,,,,,,,,,,,,
> 70,Male,Asian,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,EGFR,,2,,,,,,,,,
> 70,Male,Asian,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,KRAS G12C,,2,,,,,,,,,
> 70,Male,Asian,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,ALK reaarangement,,2,,,,,,,,,
> 70,Male,Asian,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,ROS1 reaarangement,,2,,,,,,,,,
> 70,Male,Asian,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,BRAF V600E,,2,,,,,,,,,
> 70,Male,Asian,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,PDL1 Positive (1-49%),,2,,,,,,,,,
> 70,Male,Asian,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,PDL 1 Positive (>50%),,2,,,,,,,,,
> 70,Male,Asian,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,PDL1 Negative,,2,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
<30,Female,Asian,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,EGFR,,2,,,,,,,,,
<30,Female,Asian,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,KRAS G12C,,2,,,,,,,,,
<30,Female,Asian,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,ALK reaarangement,,2,,,,,,,,,
<30,Female,Asian,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,ROS1 reaarangement,,2,,,,,,,,,
<30,Female,Asian,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,BRAF V600E,,2,,,,,,,,,
<30,Female,Asian,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,PDL1 Positive (1-49%),,2,,,,,,,,,
<30,Female,Asian,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,PDL 1 Positive (>50%),,2,,,,,,,,,
<30,Female,Asian,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,PDL1 Negative,,2,,,,,,,,,
,,,,,,,,,,,,,,,,,
<= 40 > 30,Female,Asian,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,EGFR,,2,,,,,,,,,
<= 40 > 30,Female,Asian,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,KRAS G12C,,2,,,,,,,,,
<= 40 > 30,Female,Asian,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,ALK reaarangement,,2,,,,,,,,,
<= 40 > 30,Female,Asian,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,ROS1 reaarangement,,2,,,,,,,,,
<= 40 > 30,Female,Asian,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,BRAF V600E,,2,,,,,,,,,
<= 40 > 30,Female,Asian,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,PDL1 Positive (1-49%),,2,,,,,,,,,
<= 40 > 30,Female,Asian,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,PDL 1 Positive (>50%),,2,,,,,,,,,
<= 40 > 30,Female,Asian,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,PDL1 Negative,,2,,,,,,,,,
,,,,,,,,,,,,,,,,,
<= 50 > 40,Female,Asian,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,EGFR,,2,,,,,,,,,
<= 50 > 40,Female,Asian,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,KRAS G12C,,2,,,,,,,,,
<= 50 > 40,Female,Asian,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,ALK reaarangement,,2,,,,,,,,,
<= 50 > 40,Female,Asian,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,ROS1 reaarangement,,2,,,,,,,,,
<= 50 > 40,Female,Asian,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,BRAF V600E,,2,,,,,,,,,
<= 50 > 40,Female,Asian,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,PDL1 Positive (1-49%),,2,,,,,,,,,
<= 50 > 40,Female,Asian,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,PDL 1 Positive (>50%),,2,,,,,,,,,
<= 50 > 40,Female,Asian,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,PDL1 Negative,,2,,,,,,,,,
,,,,,,,,,,,,,,,,,
<= 60 > 50,Female,Asian,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,EGFR,,2,,,,,,,,,
<= 60 > 50,Female,Asian,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,KRAS G12C,,2,,,,,,,,,
<= 60 > 50,Female,Asian,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,ALK reaarangement,,2,,,,,,,,,
<= 60 > 50,Female,Asian,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,ROS1 reaarangement,,2,,,,,,,,,
<= 60 > 50,Female,Asian,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,BRAF V600E,,2,,,,,,,,,
<= 60 > 50,Female,Asian,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,PDL1 Positive (1-49%),,2,,,,,,,,,
<= 60 > 50,Female,Asian,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,PDL 1 Positive (>50%),,2,,,,,,,,,
<= 60 > 50,Female,Asian,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,PDL1 Negative,,2,,,,,,,,,
,,,,,,,,,,,,,,,,,
<= 70 > 60,Female,Asian,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,EGFR,,2,,,,,,,,,
<= 70 > 60,Female,Asian,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,KRAS G12C,,2,,,,,,,,,
<= 70 > 60,Female,Asian,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,ALK reaarangement,,2,,,,,,,,,
<= 70 > 60,Female,Asian,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,ROS1 reaarangement,,2,,,,,,,,,
<= 70 > 60,Female,Asian,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,BRAF V600E,,2,,,,,,,,,
<= 70 > 60,Female,Asian,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,PDL1 Positive (1-49%),,2,,,,,,,,,
<= 70 > 60,Female,Asian,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,PDL 1 Positive (>50%),,2,,,,,,,,,
<= 70 > 60,Female,Asian,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,PDL1 Negative,,2,,,,,,,,,
,,,,,,,,,,,,,,,,,
> 70,Female,Asian,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,EGFR,,2,,,,,,,,,
> 70,Female,Asian,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,KRAS G12C,,2,,,,,,,,,
> 70,Female,Asian,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,ALK reaarangement,,2,,,,,,,,,
> 70,Female,Asian,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,ROS1 reaarangement,,2,,,,,,,,,
> 70,Female,Asian,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,BRAF V600E,,2,,,,,,,,,
> 70,Female,Asian,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,PDL1 Positive (1-49%),,2,,,,,,,,,
> 70,Female,Asian,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,PDL 1 Positive (>50%),,2,,,,,,,,,
> 70,Female,Asian,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,PDL1 Negative,,2,,,,,,,,,
,,,,,,,,,,,,,,,,,
<30,Male,Hispanic,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,EGFR,,2,,,,,,,,,
<30,Male,Hispanic,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,KRAS G12C,,2,,,,,,,,,
<30,Male,Hispanic,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,ALK reaarangement,,2,,,,,,,,,
<30,Male,Hispanic,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,ROS1 reaarangement,,2,,,,,,,,,
<30,Male,Hispanic,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,BRAF V600E,,2,,,,,,,,,
<30,Male,Hispanic,Hypertention,Lung Cancer,Lung_Cancer_NSCLC,PDL1 Positive (1-49%),,2,,,,,,,,,
